time,speed,rpm,acceleration,throttle_position,engine_temperature,system_voltage,barometric_pressure,distance_travelled,engine_load_value,altitude,id_vehicle,latitude,longitude,id_driver,heart_rate,body_temperature,current_weather,has_precipitation,is_day_time,temperature,wind_speed,wind_direction,relative_humidity,visibility,uv_index,cloud_cover,ceiling,pressure,precipitation,accidents_onsite,design_speed
13:47:21,,,,,,,,,,2476.97274862577,2,-0.297952,-78.460451,2,,,Clouds and sun,False,True,25.1,7.2,338.0,57.0,17.7,4.0,64.0,733.0,1014.2,0.0,29.0,70.0
13:47:22,,,,,,,,,,2476.99727486389,2,-0.297952,-78.460451,2,,,Clouds and sun,False,True,25.1,7.2,338.0,57.0,17.7,4.0,64.0,733.0,1014.2,0.0,29.0,70.0
13:47:23,,,,,,,,,,2475.0,2,-0.297949,-78.460454,2,77.0,32.0,Clouds and sun,False,True,25.1,7.2,338.0,57.0,17.7,4.0,64.0,733.0,1014.2,0.0,29.0,70.0
13:47:25,0.0,598.0,,12.9411764705882,94.0,13.0,75.0,,23.921568627451,2477.12808189244,2,-0.297951,-78.46046,2,,,Clouds and sun,False,True,25.1,7.2,338.0,57.0,17.7,4.0,64.0,733.0,1014.2,0.0,29.0,70.0
13:47:26,0.0,591.0,,12.9411764705882,94.0,13.1,75.0,0.0,23.5294117647059,2476.0,2,-0.29795,-78.460469,2,,,Clouds and sun,False,True,25.1,7.2,338.0,57.0,17.7,4.0,64.0,733.0,1014.2,0.0,29.0,70.0
13:47:27,0.0,603.0,,12.9411764705882,,13.6,75.0,0.0,23.5294117647059,,2,-0.297945,-78.46046,2,,,Clouds and sun,False,True,25.1,7.2,338.0,57.0,17.7,4.0,64.0,733.0,1014.2,0.0,29.0,70.0
13:47:28,0.0,603.0,0.0,12.9411764705882,95.0,13.3,75.0,0.0,23.5294117647059,2476.0,2,-0.297945,-78.460451,2,,,Clouds and sun,False,True,25.1,7.2,338.0,57.0,17.7,4.0,64.0,733.0,1014.2,0.0,29.0,70.0
13:47:29,0.0,612.0,0.0,12.9411764705882,95.0,13.5,75.0,0.0,23.5294117647059,,2,-0.297947,-78.460448,2,80.0,32.0,Clouds and sun,False,True,25.1,7.2,338.0,57.0,17.7,4.0,64.0,733.0,1014.2,0.0,29.0,70.0
13:47:30,0.0,612.0,0.0,12.9411764705882,95.0,13.6,75.0,0.0,25.8823529411765,2476.0,2,-0.297949,-78.460445,2,,,Clouds and sun,False,True,25.1,7.2,338.0,57.0,17.7,4.0,64.0,733.0,1014.2,0.0,29.0,70.0
13:47:31,0.0,598.0,0.0,12.9411764705882,95.0,12.8,75.0,0.0,25.0980392156863,2477.16351056472,2,-0.297951,-78.460471,2,,,Clouds and sun,False,True,25.1,7.2,338.0,57.0,17.7,4.0,64.0,733.0,1014.2,0.0,29.0,70.0
13:47:32,0.0,589.0,0.0,12.9411764705882,95.0,12.9,75.0,0.0,27.843137254902,2477.39515900297,2,-0.297955,-78.460481,2,,,Clouds and sun,False,True,25.1,7.2,338.0,57.0,17.7,4.0,64.0,733.0,1014.2,0.0,29.0,70.0
13:47:33,0.0,599.0,0.0,12.9411764705882,95.0,12.3,75.0,0.0,27.0588235294118,2476.0,2,-0.29796,-78.460458,2,,,Clouds and sun,False,True,25.1,7.2,338.0,57.0,17.7,4.0,64.0,733.0,1014.2,0.0,29.0,70.0
13:47:34,0.0,570.0,0.0,14.9019607843137,95.0,12.3,75.0,0.0,29.4117647058824,2477.44421608824,2,-0.297966,-78.460445,2,,,Clouds and sun,False,True,25.1,7.2,338.0,57.0,17.7,4.0,64.0,733.0,1014.2,0.0,29.0,70.0
13:47:35,2.0,690.0,0.226296325488522,13.7254901960784,95.0,13.3,75.0,0.0007468717222222,50.5882352941176,2477.0,2,-0.297966,-78.460445,2,,,Clouds and sun,False,True,25.1,7.2,338.0,57.0,17.7,4.0,64.0,733.0,1014.2,0.0,29.0,70.0
13:47:36,3.0,722.0,0.333966908635043,14.1176470588235,,13.4,75.0,0.0012255069722222,36.4705882352941,2477.1171864059,2,-0.297975,-78.460454,2,,,Clouds and sun,False,True,25.1,7.2,338.0,57.0,17.7,4.0,64.0,733.0,1014.2,0.0,29.0,70.0
13:47:37,3.0,882.0,0.279011557585033,14.1176470588235,95.0,13.4,75.0,0.0021155179722222,32.156862745098,2478.0,2,-0.297988,-78.460462,2,,,Clouds and sun,False,True,25.1,7.2,338.0,57.0,17.7,4.0,64.0,733.0,1014.2,0.0,29.0,70.0
13:47:38,2.0,896.0,,14.1176470588235,95.0,13.4,75.0,0.0024673469722222,31.7647058823529,2478.0,2,-0.298001,-78.460465,2,,,Clouds and sun,False,True,25.1,7.2,338.0,57.0,17.7,4.0,64.0,733.0,1014.2,0.0,29.0,70.0
