,observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,system_voltage,distance_travelled,engine_load_value,latitude,longitude,altitude,id_vehicle,heart_rate,body_temperature,id_driver,current_weather,has_precipitation,is_day_time,temperature,wind_speed,wind_direction,relative_humidity,visibility,uv_index,cloud_cover,ceiling,pressure,precipitation,accidents_onsite,design_speed,accidents_time
0,15,0,652,0.0,12.5,97,13.4,0.0,23.5,-0.298025,-78.460447,2494.0,2,96,30.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
1,15,0,652,0.0,12.5,97,13.4,0.0,23.5,-0.298025,-78.460447,2493.0,2,96,30.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
2,15,0,673,0.0,12.5,97,13.4,0.0,23.5,-0.298025,-78.460447,2493.0,2,100,30.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
3,15,0,668,0.0,12.5,97,13.5,0.0,23.5,-0.298025,-78.460447,2493.0,2,100,30.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
4,15,0,662,0.0,12.5,97,12.9,0.0,23.5,-0.298025,-78.460447,2493.0,2,100,30.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
5,15,0,649,0.0,12.5,97,13.2,0.0,23.5,-0.298025,-78.460447,2493.0,2,100,30.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
6,15,0,664,0.0,12.5,97,13.3,0.0,23.5,-0.298025,-78.460447,2493.0,2,100,30.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
7,15,0,649,0.0,12.5,97,13.4,0.0,23.5,-0.298025,-78.460447,2493.0,2,96,30.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
8,15,0,662,0.0,12.5,97,13.5,0.0,23.1,-0.298025,-78.460447,2493.0,2,96,30.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
9,15,0,671,0.0,12.5,97,13.1,0.0,23.5,-0.298025,-78.460447,2492.0,2,96,30.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
10,15,0,674,0.0,12.5,97,13.5,0.0,23.5,-0.298025,-78.460447,2492.0,2,96,30.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
11,15,0,663,0.0,12.5,97,13.3,0.0,23.5,-0.298022,-78.460448,2493.0,2,96,30.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
12,15,0,646,0.0,12.5,97,13.4,0.0,23.1,-0.298014,-78.460444,2486.0,2,94,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
13,15,0,662,0.0,12.5,97,13.1,0.0,23.5,-0.298014,-78.460444,2493.0,2,94,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
14,15,0,664,0.0,12.5,97,13.2,0.0,23.5,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
15,15,0,666,0.0,12.5,97,13.4,0.0,23.1,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
16,15,0,669,0.0,12.5,97,13.5,0.0,23.1,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
17,15,0,673,0.0,12.5,97,13.6,0.0,23.5,-0.298186,-78.460564,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,11.0,70.0,0.0
18,15,0,662,0.0,12.5,97,13.2,0.0,23.5,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
19,15,0,677,0.0,12.5,97,13.5,0.0,23.1,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
20,15,0,678,0.0,12.5,97,13.3,0.0,23.5,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
21,15,0,674,0.0,12.5,97,13.4,0.0,23.5,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
22,15,0,650,0.0,12.5,97,13.4,0.0,23.1,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
23,15,0,652,0.0,12.5,97,13.2,0.0,23.1,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
24,15,0,665,0.0,12.5,97,13.3,0.0,23.1,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
25,15,0,672,0.0,12.5,97,13.3,0.0,23.1,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
26,15,0,662,0.0,12.5,97,13.4,0.0,23.5,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
27,15,0,660,0.0,12.5,97,13.3,0.0,23.5,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
28,15,0,673,0.0,12.5,97,13.4,0.0,23.5,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
29,15,0,647,0.0,12.5,97,13.4,0.0,23.1,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
30,15,0,655,0.0,12.5,98,13.5,0.0,23.1,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
31,15,0,656,0.0,12.5,98,13.3,0.0,23.5,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
32,15,0,653,0.0,12.5,98,13.5,0.0,23.5,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
33,15,0,652,0.0,12.5,98,13.5,0.0,23.5,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
34,15,0,653,0.0,12.5,98,13.4,0.0,23.1,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
35,15,0,643,0.0,12.5,98,13.4,0.0,23.1,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
36,15,0,678,0.0,12.5,98,13.4,0.0,23.1,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
37,15,0,663,0.0,12.5,98,13.4,0.0,23.1,-0.298159,-78.460571,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,10.0,70.0,0.0
38,15,0,666,0.0,12.9,98,13.5,0.0,23.5,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
39,15,0,674,0.0,12.5,98,13.3,0.0,23.1,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
40,15,0,653,0.0,12.5,99,13.4,0.0,23.1,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
41,15,0,657,0.0,12.9,99,13.3,0.0,23.5,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
42,15,0,685,0.0,12.5,99,13.0,0.0,23.9,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
43,15,0,684,0.0,12.5,99,13.5,0.0,23.5,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
44,15,0,667,0.0,12.5,99,13.4,0.0,23.1,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
45,15,0,651,0.0,12.5,99,13.3,0.0,23.5,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
46,15,0,669,0.0,12.9,99,13.5,0.0,23.9,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
47,15,0,679,0.0,12.5,99,13.5,0.0,23.5,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
48,15,0,653,0.0,12.5,99,13.3,0.0,23.1,-0.298014,-78.460444,2493.0,2,98,31.0,2,18,0,1,16.6,7.0,338.0,79.0,3.2,1.0,100.0,3139.0,1018.3,0.0,9.0,70.0,0.0
